group_id,description
65346,کتاب ژئومورفولوژی ایران ابراهیم مقیمی نشر دانشگاه تهران شامل 5 فصل با عناوین زیر می باشد :فصل اول : پیشینه تفکر دانش ژئومورفولوژی در ایرانفصل دوم : لیتو - ژئومورفولوژی ایرانفصل سوم : حرکات پوسته زمین ایران و واحدهای آنفصل چهارم : مورفوکلیماتیک ایرانفصل پنجم : فرم و فرایند در مخروط دماوند
82922,کتاب نقد اقتصاد سیاسی ، بهره‌وری بی‌سابقه بنیان‌گذاران ماتریالیسم تاریخی را نشان می‌دهد. تحلیل‌های متعدد فلسفی، اقتصادی، تاریخی و سیاسی، که برخی از آنها گسترده و سرشار از جزئیات هستند، درک طرح‌های مفهومی از اندیشه این دو فیلسوف را آسان میسازد. این کتاب شامل نوشته هایی در نقد اقتصاد سیاسی است. با خواندن آنها به ترتیب زمانی، بسیار روشن می شود که چگونه مارکس به تدریج از دیدگاه یک انسان شناسی انسان گرا - که «دستنوشته های اقتصادی- فلسفی» نمونه ای از آن هستند، به نقدی درونی از اقتصاد سرمایه داری موجود رسید. انگلس در «طرح نقد اقتصاد ملی» با تشریح ریاکاری موجود در بازار، به نقد اخلاقی رفتار عاملان اقتصادی می پردازد.مارکس در «دست نوشته های اقتصادی - فلسفی» با تکیه بر مباحث از خود بیگانگی و تضاد کار و سرمایه، نقش موثر انسان بر محیط اجتماعی را، فراتر از یک عامل صرفا اقتصادی، مورد بحث قرار می دهد و نقش انقلابی کارگران را در دگرگونی مناسبات اقتصادی - اجتماعی نظام سرمایه داری واکاوی می کند. بخش آخر این مجموعه، شامل «دستمزد، قیمت، سود»، متن سخنرانی مارکس در شورای عمومی انترناسیونال اول است که در آن، با تشریح این مفاهیم، به زبانی نسبتا ساده، وجوه انسانی حیات اقتصادی را هویدا می سازد. مقالات این اثر که از زبان آلمانی به فارسی ترجمه شده است، با انگیزه ی آشنا ساختن مخاطب با مبانی علم نقد اقتصاد سیاسی منتشر می شود.
38560,
109352,اهداف کتاب:شناخت ادبیات کهن پارسیآموزش مهارت های زندگیبهبود سطح سواد خواندن
108028,"مجموعه 4 جلدی "" 340 بازی موثر در پرورش هوش کودکان"" کتاب هایی است کاربردی و جذاب، که باعث پرورش جنبه های مختلف هوش کودکان می شود. این مجموعه که به همت جمعی از روان شناسان کودک و نوجوان گردآوری و تالیف شده است، می کوشد والدین و مربیان را با ابعاد مختلف هوش کودکان آشنا کند تا بتوانند از طریق بازی های انفرادی و جمعی، به پرورش همه جانبه ی هوش کودکان دست یابند."
23988,کتاب مصوّر حاضر، از سری کتاب های «نیکولای کوچولو» است. این مجموعه حاوی داستان های کوتاه و طنز آمیز فرانسوی است که برای گروه های سنّی «ج» و «د» تدوین شده است. در داستان های ماجراجویانة «نیکولا» با پسربچّة بازیگوش فرانسوی، آشنا می شویم که با دوستان و همکلاسی های خود، ماجراهای هیجان انگیز و گاه وحشتناکی را به وجود می آورد. داستان های نیکولا، به قلم «رنه گوسینی»، نویسندة معروف فرانسوی نوشته شده که در این داستان ها زبان پسرانه ای را خلق کرده و «ژان ژاک سامپه» تصاویر خیال انگیزی از شخصیت های داستان را به تصویر کشیده است. در این کتاب، داستان هایی چون: «بابا تصمیم می گیرد»، «ساحل معرکه است»، «مغازه بازی کردیم»، «شهامت»، «خواب بعد ازظهر»، «بازی شبانه»، و «خاطرات تعطیلات» آمده است. در داستان «بابا تصمیم می گیرد» می خوانیم: پدر «نیکولا»، با قاطعیت اعلام می کند که تصمیمات لازم را برای تعطیلات امسال گرفته است. او ویلایی را در جنوب فرانسه درنظر گرفته که امکانات اولیه را دارد. نیکولا و مادرش در خلال صحبت هایشان با پدر می فهمند که ویلایی که پدر درنظر گرفته دو کیلومتر از دریا دور است و در یک ساحل شنی واقع شده و ماهی برای ماهیگیری زیر آب ندارد. نیکولا که اصلا از تصمیمات پدرش خوشحال نشده، می زند زیر گریه و مادرش سعی می کند او را آرام کند. در پایان متوجّه می شود که مادر تمام تصمیمات لازم را گرفته و هتل مناسبی را برای تعطیلات رزرو کرده است.
20710,
22095,
102216,
101896,دریاسالار ویلیام اچ.مک راون بخشی از تاریخ نظامی آمریکا است که برخی از معروف ترین مأموریت های موجود در حافظه اخیر را از جمله دستگیری صدام حسین، نجات کاپیتان ریچارد فیلیپس و حمله به قتل اسامه بن لادن بر عهده دارد. SEA STORIES از سال 1963 در یک کلوپ افسر فرانسه در پاریس آغاز می شود، جایی که افسران متفقین و همسرانشان برای نوشیدن و جمع آوری داستان برای ماجراهای خود در طول جنگ جهانی دوم، جایی که یک ویلیام مکراون جوان ارزش داستان خوب را آموخته بود، جمع می شوند. SEA STORIES نگاهی فراموش نشدنی به زندگی باورنکردنی یک انسان است، از روزهای کودکی که در سایت های هسته ای با امنیت بالا گرفته تا شغل روزانه برای شکار تروریست ها و نجات گروگان ها...
54683,میدان انقلاب اولین مجموعه‌ای است که با طراحی جدید و با موضوع وقایع قبل از انقلاب اسلامی تا سال 57 و وقایع پس از انقلاب تا سال 97 برای نوجوانان به رشته تحریر درآمده است.این کتاب به صورت دوطرفه و به این صورت است که شما از ابتدای کتاب به طرف پایان کتاب بخوانید وقایع قبل از انقلاب را مرور می کنید و اگر از طرف چپ یا پایان کتاب به طرف اول کتاب بخوانید وقایع بعد از انقلاب را می‌خوانید تا به سال 57 برسید.این کتاب برای مخاطب کودک و نوجوان و به قلم سید محمد مهاجرانی تولید شده است.
35273,"تلمود می گوید: ""اگر کسی آمد که شما را بکشد ، شما او را زودتر بکشید."" این غریزه برای اتخاذ هر اقدامی ، حتی شدیدترین اقدام برای دفاع از مردم یهود ، در دی ان ای اسرائیل پیچیده است. محافظت از ملت در برابر آسیب از ابتدای دولتش در سال 1948 به عهده جامعه اطلاعاتی و خدمات مسلح این کشور بوده و در زرادخانه گسترده آنها یک سلاح وجود دارد که برای خنثی کردن جدی ترین تهدیدها به آن اعتماد کرده اند: ترورهای هدفمند بارها و بارها ، در برابر دشمنان بزرگ و کوچک ، گاهی در پاسخ به حملات علیه مردم اسرائیل و گاهی پیشگیرانه استفاده شده است.در این کتاب جذاب ، روزنامه نگار و تحلیلگر نظامی رونن برگمن - که توسط دیوید رمنیک به عنوان ""بهترین گزارشگر تحقیقی [اسرائیل]"" مورد ستایش قرار گرفته است - روایتی ناخوشایند از برنامه های کشتار هدفمند ارائه می دهد: موفقیت ها ، شکست ها ، و هزینه های اخلاقی و سیاسی که بر مردان و زنانی که مأموریتها را تصویب و اجرا می کردند ، تحمیل شد.برگمن همکاری بسیار نادر بسیاری از اعضای فعلی و سابق دولت اسرائیل از جمله نخست وزیران شیمون پرز ، ایهود باراک ، آریل شارون و بنیامین نتانیاهو و همچنین شخصیت های سطح بالا در خدمات نظامی و اطلاعاتی این کشور را به دست آورده است: IDF (نیروهای دفاعی اسرائیل) ، موساد (مخوف ترین آژانس اطلاعاتی جهان) ، قیصریه (""موساد درون موساد"" که به اهداف با بالاترین ارزش حمله می کند) و شین بت (سرویس امنیت داخلی که بزرگترین کمپین ترور هدفمند تاکنون ، به منظور جلوگیری از آنچه که زمانی توقف ناپذیر به نظر می رسید: تروریسم انتحاری).کتاب تو زودتر بکش با در بر گرفتن گزارش های قبلی ، موارد گزارش نشده و پشت پرده از اقدامات کلیدی ، و بر اساس صدها مصاحبه در حال ضبط و هزاران پرونده که برگمن در طول دهه های گزارش خود به آنها دسترسی انحصاری داشته است ، ما را در به قلب مخفی ترین فعالیت های اسرائیل می برد. برگمن در این کتاب ، حوادث مهم و سوالات اخلاقی چالش برانگیز و اساسی را در زمینه مبارزات هدفمند اسرائیل که به ملت اسرائیل ، خاورمیانه و کل جهان شکل داده است ، ردیابی می کند."
40441,گوبینو از چهره های برجسته و نامی سده نوزدهم است و با اینکه حرفه اصلی وی نویسندگی بوده،سیاستمداری اصیل،شاعری پرکار،فیلسوفی صاحب نظر و هم جهانگرد و گزارشگری کنجکاو بوده است. گوبینو ایران و ایرانیان را دوست می داشته و به این دلیل خاطره او از همه شرق شناسان برای دل های ایرانیان گرامی تر است. در کتاب حاضر خوانندگان می توانند با طرز اندیشه و برخی از رویدادهای زندگی وی آشنا شوند و تصویر کمابیش صحیحی از وی و اندیشه هایش به دست آورند.
31817,دکتر محمدرضا سنگری در ابتدای کتاب با عنوان «مقدمۀ استاد» آورده است:نام ها گاه، سلسلۀ صفات و شبکۀ فضیلت ها را تداعی می کنند و در این میان هیچ نامی را نمی شناسم که شکوه و شوکت نام عباس یافته باشد، نامی رشک انگیز و اشک انگیز، رشک همۀ خوبان در عرصۀ رستاخیز و اشک همۀ آنان که به شوق می گریند و جلال و جمال ابوالفضلی را ادراک می کنند.و این نوشته های برخاسته از جان که به مدد نفس رحمانی باب الحوائج است و قطره های اشک قلبی عبا س آشنا، دریچه ای است تا به باغ سبز و آسمان فراخ «قمر» و اقیانوس کران ناپیدای «ساقی» چشمی بیندازیم و این «مدیر رشید» را بهتر و بیشتر بشناسیم.
54353,"""اساطیر و فرهنگ ایران"" پژوهشی است از دکتر ""رحیم عفیفی"" که در آن طی دو بخش، جنبه‌های اساطیری، عقیدتی و فرهنگی مردم ایران را پیش از ورود اسلام بررسی می‎کند و سپس به شرح و تفسیر واژگانی می‌پردازد که جنبه‌های اسطوره‌ای و فرهنگی ایران را در این دوره، بازتاب می‌دهند.طبیعی است که اسطوره‌‌ها ساختار جامعه‌ای را که در آن تکامل یافته اند منعکس می‌کنند. طبق برخی از نظریه‌ها که طرفداران و همچنین مخالفان سرسختی دارد، استدلال شده است که اسطوره‌ها سه قشر از جامعه را متمایز می‌کنند که نماینده‌ی سه کارکرد می‌باشد: حاکمیت مذهبی و حقوقی، جنگجویان دغدغه‌مند با قدرت فیزیکی، و کارگران مولد. می‌توان گفت که بسیاری از اسطوره‌ها را می‌توان به این شیوه طبقه‌بندی کرد.نکته کلی مبنی بر این است که الگوهای اسطوره‌شناسی، الگوهای اجتماعی را منعکس می‌کنند و باید پذیرفت که انعکاس اسطوره در جامعه‌ای که در آن به وجود آمده، امری اجتناب‌ناپذیر است. برای مثال، تصاویر جنگجویان مرتبط با میترا منعکس‌کننده شیوه‌‌های رزمی ایران باستان است، زیرا نماد اسطوره‌ای گاو، بازتاب‌دهنده زندگی جمعی آنها است. دعای زرتشتیان در برابر آفریده‌های الهی، به‌ویژه آتش و آب، به جای معابد، نشان‌دهنده زندگی عشایری آنهاست. نقش‌های مختلف آتش در اساطیر زرتشتی نشان‌دهنده کارکردهای متنوع آن در جامعه باستانی است که این کارکرد از گرمای محافظت‌کننده از زندگی گرفته تا فرآیندهای قضایی را شامل می‌شود. اسطوره‌‌ها دقیقا به این دلیل قدرتمند هستند که جامعه و ارزش‌‌هایی را که در آن گنجانده شده‌اند منعکس می کنند. از این رو مطالعه اسطوره‌شناسی برای درک جامعه به ویژه آرمان‌‌ها، ترس‌‌ها و انگیزه‌‌های آن مهم است و کتاب ""اساطیر و فرهنگ ایران"" به قلم دکتر ""رحیم عفیفی""، گامی مهم در جهت این درک به حساب می‌آید."
86736,این کتاب به عنوان مرجعی برای پژوهشگران مبتدی، دانشجویان کارشناسی و کارشناسی ارشد و دکتری نوشته و ترجمه شده است و بهتر است تمامی دانشجویانی که درس سمینار، پروژه تحقیقاتی،پایان نامه و رساله را می نویسند، این کتاب را مورد مطالعه قرار دهند. هرچند که این کتاب نمی تواند کلیه اطلاعات لازم را در اختیار خواننده قرار دهد اما در نوع خود می تواند صلاحیت های لازم را برای پژوهشگران مبتدی در زمینه پژوهش در مطالعه موردی ارائه دهد.
108847,
92417,
119535,
59907,فردینالد ماژلان، دریانورد پرتغالی، از سال 1502 به همراه کریستف کلمب به دنبال اکتشافات جدید راهی دریا شد.او نخست جزیره مالایا در جنوب شرقی آسیا را کشف کرد و این اکتشافات را تا پایان زندگی ادامه داد. ناوگانش کران تا کران جهان را پیمود، راهی جدید به سوی چین و جزایر ادویه گشود و دریایی پهناور را کشف کرد. این دریای پهناور و ناشناخته جنوبی، اقیانوس آرام نام گرفت و سرزمین های تازه کشف شده ضمیمه حکومت اسپانیا گردید و مسیحیت در این سرزمین ها منتشر شد.حاصل اصلی و واقعی اکتشافات او دانستنی های پربهایی بود که سود جهانی داشت. با خواندن این کتاب، علاقه مندان با ماجراهای این دریانورد آشنا خواهند شد.
73634,شناخت و درمان انواع دیابت داروهای پایین آورنده قند خون چه غذاهایی بخوریم ، چه غذاهایی نخوریم عوارض دیررس دیابت ورزش های نا مناسب تنظیم قند خون حاملگی و دیابت جدول کالری
44919,«تولد و مرگ معنی» بنابر اعتراف نویسنده آن، طرح بلند پروازانه ای است که با رویکردی میان رشته ای، چگونگی پدیدآیی و شرایط ظهور معنی را در انسان جستجو می کند. این اثر در سیزده فصل تدوین یافته که از انسان گپی آغاز و به بررسی دین و قهرمان گرایی آرمانی پایان می یابد. منشا ذهن، من، زبان و خود، تولد تراژدی، معنی تازه عقده ادیپ، عزت نفس انگیزه غالب در انسان، فرهنگ و شخصیت، صحنه پردازی برای عزت نفس، نابهنجاری و همگرایی و ... از جمله مباحثی است که با دقت و تیزبینی مورد بررسی قرار می گیرد. نویسنده با استدلال و ارایه شواهد فراوان نشان می دهد که عمده ترین و بلکه حیاتی ترین انگیزه آدمی، کسب و ارتقای عزت نفس است که هم به طور فردی و هم ملی و فرهنگی در طلب آن است. مطالعه این کتاب به همه علاقه مندان به مباحث روانشناسی، فلسفه، علوم اجتماعی، مردم شناسی، زبان شناسی، هنر و علوم سیاسی توصیه می شود.
17981,
115957,
116854,
64207,مدیریت ارتباط با مشتری یا به اختصار CRM به عنوان رویکرد مهم در کسب و کار بوده که هدف آن بازگشت به دوره بازاریابی شخصی است.این مفهوم نسبتا ساده ای است که بیان می دارد مشتریان مختلف محصولات مختلفی را می طلبند و به جای بازاریابی انبوه افراد و سازمان ها، باید هر مشتری را تک به تک بازاریابی کرد.در حقیقت مدیریت ارتباط با مشتری تمام کارکردهای سازمان را که نیازمند تماس مستقیم یا غیرمستقیم با مشتریان است، در بر می گیرد.
43403,چگونه می توانید برای انجام دادن بعضی از کارهای، از فرمان ها استفاده کنید؟ مجموعه «آی سی تی برای کودکان» همراه با تصاویر جالب و راهنمایی های سودمند، به بچه ها کمک می کند تا با انجام تمرین ها و فعالیت های آسان، مفاهیم رایانه ای را بهتر درک کنند و از کار کردن با آن بیشتر لذت ببرند.
84820,این کتاب نیز به همان روال کتاب اول، منتخبی است از قطعاتی با ملودی‌های زیبا و جذاب که جملگی از آثار آهنگسازان بزرگ جهان هستند. بعضی از قطعات در اصل قطعه‌ی پیانویی نبوده‌اند که بخش‌های زیبا و به‌یادماندنی آن ها انتخاب و برای پیانو تنظیم شده‌اند. معدودی از این قطعات در این کتاب تکرار شده‌اند که تفاوت آن‌ها در تنظیم‌های متفاوت آن‌هاست؛ یعنی بر اساس شناخت معلم پیانو نسبت به تکنیک و پیشرفت شاگرد، یکی از آن‌ها در ابتدا تدریس می‌شود.
105797,
53907,فایده خانم یکی از آن انسان های شریفی بود که عاشق کمک کردن به دیگران اند، اما خب آخرش به درد کسی نمی خورند!متوجه منظورم شدید؟یعنی مثل موقعی که بند کفش های بلند آقا باز شد.
42192,
61038,
96991,
114883,"The present work is a collection of excerpts from Ayatollah Sayyid Ali Khamenei’s statements about the personality, characteristics and be’that of the Holy Prophet of Islam (s.w.a.). The excerpts have been selected from among the speeches delivered from Khordad 1368 to Shahrivar 1391. The following are the main features of the book:1. The lessons contained in the life and be’that of the Holy Prophet (s.w.a.) – which are needed by all human beings and human communities throughout history, particularly in the contemporary era – have been selected from among the statements relating to the life and personality of the Holy Prophet (s.w.a.).2. The statements are mainly addressed to outstanding personalities, intellectuals and leaders of Islamic countries.3. The excerpts have been presented in chronological order.We hope that by Allah’s favor, these statements – which have been made by one of the great religious scholars and Islamic jurisprudents of the contemporary era, inspired by the timeless and inspirational teachings of the Seal of Prophets Muhammad ibn Abdullah (s.w.a.) – will find their way into the hearts and souls of the readers and will give fresh impetus to Islamic Awakening."
47287,هنر نمایش، از روزگار دیرین، بخشی از فرهنگ جهانی ست که دور از هر رنگ و هر تعلقی می تواند ناشر اندیشه های بالا و والای انسان در میان انسان ها و سرزمین های گوناگون باشد. هنر نمایش، این رسانه قدرتمند گروهی و جمعی، زبان جهانی گفت و گوی فرهنگ هاست. هنر نمایش، در زیربنا از فنی پیروی می کند که آن را فن نگارش نمایش نامه اش می نامیم و می خوانیم. بدیهی ست برای اینکه بتوانیم بنای رفیع ( هنر نمایش ) را رفیع تر و بلندمرتبه تر سازیم می بایستی سنگ های زیربنایش را محکم، استوار و بر حسب علم نمایش و فنون آزموده شده نگارش برگزینیم. اینک بیش از هر زمان دیگر، هنر نمایش نیازمند حمایت است. و این حمایت نه فقط مالی که بیش از آن می بایست از جنبه علمی و فرهنگی این هنر صورت پذیرد و... چکیده کتاب طنز آوران جهان نمایش 19 : این مجموعه، حاصل کوشش ها و پژوهش های علمی و عملی پنج دهه اخیر یکی از پژوهندگان و دست اندرکاران راستین هنر نمایش در عرصه کمدی در این مرز و بوم می باشد.
47180,
90260,
15703,"""روزنامۀ خاطرات یک آدم ناقابل"" به قلم ""جورج گروسمیت"" و ""ویدون گروسمیت"" جزئیات زندگی در حومه انگلیس را از طریق شخصیت مضطرب و حادثه خیز ""چارلز پوتر"" ارائه می دهد. دفتر خاطرات پوتر شرح وقایع روزمره او است که شامل مهمانی های کوچک ، حوادث شرمسارکننده ی جزئی ، بهسازی منازل و رابطه او با یک پسر دردسرساز است. این دنیای حومه ای با ذهنیت های محدود اما اساسا مناسب و معقول که او در آن زندگی می کند، هم خنده دار است و هم به طرز دردناکی آشنا است.نوشتن در قالب دفتر خاطرات، به گروسمیت ها اجازه می داد بدون نگرانی درباره ی طرح ، یک سری حوادث کمیک داشته باشند. اگرچه خطوط داستانی طولانی وجود دارد که تا انتهای کتاب گره خورده باقی می ماند.""روزنامۀ خاطرات یک آدم ناقابل"" ، دفتر خاطراتی است که توسط آقای ”پوتر"" ، کارمند ارشد بانکی که در شهر لندن کار می کند نوشته شده و پس از نقل مکان به خانه ای جدید ، آزمون ها و دردسرهای مربوط به زندگی اواخر ویکتوریایی وی را ثبت می کند.ایده ی ""روزنامۀ خاطرات یک آدم ناقابل"" این است که شما اهمیت فردی و حفره های گاه به گاه شخصیتی او را سرگرم کننده می دانید و به شما کمک می کند تا از نظر اجتماعی از شخصیت های این چنینی برتر باشید. در شوخ طبعی یک جامعه برابری طلبانه ، شوخی ها بیم و غرور را در زندگی طبقه ی متوسط ویکتوریایی تحریک می کنند؛ به عنوان مثال ""پوتر"" از اینکه به یک مجلس مجلل دعوت شده بسیار خرسند است اما از یافتن یکی از همسایگان خود در آنجا- که در چشمان او فقط یک تاجر است – بسیار ناخشنود می گردد."
37165,
43445,
24280,داستان جذاب و گیرای خدمتکار برای نویسنده اش شهرتی فراوان کسب کرد. خدمتکار داستان گزنده ای درباره ی نابودی جسم و روح جوانی است که سخت در برابر امیال افسارگسیخته ی خدمتکار خود سرتسلیم فرود می آورد. خدمتکار، حکایت تأثیرگذار و جذابی است، از اشتیاق پیچیده ی یک بیمار روانی که مدت ها ذهن خواننده را به خود مشغول می دارد و...
24732,این کتاب ترجمه ای است از داستان های کوتاه نویسندگانی مهاجر که همگی به زبان انگلیسی که زبانی غیر از زبان مادری شان است نوشته شده اما حتی این زبان بیگانه نمی تواند از بروز نمادها و عناصری برخاسته از ملیت اصلی نویسنده که در متن داستان خود را در معرض نمایش می گذارند جلوگیری کند. نویسندگان این آثار کسانی هستند که جوایز متنوعی را به خود اختصاص داده اند.
108483,نمای نزدیک:در جنگ همه افراد یک جامعه حضور دارند. افرادی که هر یک به نوعی با جنگ و عوارضش درگیر می‌شوند و از آن خاطراتی در ذهنشان می‌ماند. از این‌رو جنگ، راویان مختلف و متفاوتی دارد؛ از پزشک و سرهنگ گرفته تا یک سرباز ساده. فرقی ندارد. همه این افراد ناگفته‌های زیادی از مواجهه‌شان با آن خواهند داشت.مجید بنشاخته قهرمان کتاب سرباز ساده‌ای است که تنها ۴ روز قبل از قبول قطعنامه میان ایران و عراق اسیر می‌شود. این آزاده، دو سال در اردوگاهی که توسط صلیب سرخ ثبت نشده حضور داشته و مرارت‌های زیادی کشیده است. او خاطرات حضور در این اردوگاه را برای سیدقاسم یاحسینی تعریف کرده و این نویسنده، خاطراتش را با نثری یکدست و روان تدوین کرده ‌است.تدوین خوب کتاب آن را تبدیل به روایتی داستان‌گونه کرده که ماجرا را از روستای محل زندگی صاحب خاطرات آغاز می‌کند و در بین راه، خود سری به سنگرها و خاکریزهای مختلف در جنگ می‌زند و می‌رسد به روزهای سخت و طاقت‌فرسای حضور در اردوگاه‌های عراق و در پایان هم می‌رسد به خاک ایران. خواندن این خاطرات به خاطر حضور قهرمانش در اردوگاهی که در فهرست صلیب سرخ ثبت نشده بوده، لحظات دشواری را روایت می‌کند.
38563,کتاب با شرح احوال و ویژگی اشعار مرحوم ابراهیم منصفی(رامی) آغاز می شود، سپس سروده های او که جملگی در قالب نوست به طبع می رسد .((شبانه تلخ)) نخستین سروده این مجموعه است :بشکند این کلکم اگر/ جز به حقیقت رقمی بر دل دفتر بزنم/ یا به هوا و هوس نامی و نانی/ سخن از مسلم و کافر بزنم/ شاعر درد بشرم/ مدعی حق همه نابحق از کف شدگان/ نیست مرا محکمتی،/ دادرسی، تا که بدو سر بزنم/ ...
67399,این کتاب جهت‌گیری‌های تازه‌ای را در مطالعه باستان‌شناسی شناختی ارائه می‌کند و حدس‌هایی نظری را در ارتباط با تکامل تفکر امروزی با استفاده از مدارک به دست آمده از مطالعات تجربی، در جست‌وجوی فهم شرایط توسعه دهنده فرایندهای شناختی و گوناگون تکاملی، پیشنهاد می‌دهد. این کتاب محصول دانش باستان‌شناسی و عصب روان‌شناسی است.
92970,کتاب «یک بغل کاکتوس»، مجموعه‌ای از ‌۱۰۰ شعر طنز است که از میان اشعار ۵۹ شاعر طنزپرداز معاصر گزینش شده است. ابولفضل زرویی نصرآباد در مقدمه‌ای که بر این کتاب نوشته به مفهوم طنز و جریان‌شناسی و تاریخچه شعر طنز پرداخته و ردّ پای آن را از پیش از ظهور اسلام در ایران می‌گیرد و تا انقلاب مشروطه و انقلاب اسلامی دنبال می‌کند. از شاعران این مجموعه می‌توان به «عمران صلاحی»، «کیومرث صابری»، «سیدحسن حسینی» و همچنین «سعید نوری»، «منوچهر احترامی»، «زرویی نصرآباد» و «ابولقاسم حالت» اشاره کرد. از لحاظ موضوعی گاه به رفاه اقتصادی حاکم بر مردم اشاره می‌کند و گاه از سادگی سیاست‌بازان سخن می‌گوید. بعضی‌شان از زن‌ذلیلان عزیز دفاع می‌کنند و بعضی نیز ایشان را به شدت محکوم می‌کنند! خلاصه خارهای این «یک بغل کاکتوس» در تن هرکس و هرچیزی فرو رفته! در یکی از سروده‌های این کتاب به نام «آقازاده» می‌خوانیم: «ای نوزده‌ساله قرّه‌العین! ای گنده شده به طرفه‌العین! آن روز که هفت‌ساله بودی چون خار به گل اماله بودی اکنون که به نوزده رسیدی دیلاق شدی و قد کشیدی پس گوش به پندهای من کن آویزه گوش خویشتن کن آنجا که بزرگ بایدت بود، از نام پدر تو را رسد سود با زور پدر سپه‌شکن باش فارغ ز خصال خویشتن باش از زیر در آی بی‌محابا بالا بنشین به لطف بابا تا از دم گردن کلفتت بارد شب و روز، پول مفتت...»
63351,علم موضوعی است که به شکلی روزافزون محور بحث های عمومی قرار می گیرد. نقش اقدامات علمی، مسئولیت های آن، روابط آن با نهادهای اجتماعی، سیاسی، دینی و اقتصادی و تدابیر اجرایی و قانونی موردنیاز برای نظم بخشیدن به اکتشافات های علمی و نوآوری های تکنولوژیکی موضوع هایی است که هر روز با اهمیت و ضرورت بیش تری در دستور کارهای سیاسی و دولتی قرار می گیرد و...
22539,
115839,
85114,مجموعۀ متد مدرن گیتار مل بی که روش برتر آموزش گیتار با مضراب را ارائه می‌کند، امتحان خود را پس داده است و در ساختن پایه‌های نظری و تکنیکی مورد نیاز برای نواختن در هر سبکی، موفقیت خود را به اثبات رسانده است. در این متد تنها از نتاسیون استاندارد استفاده شده است تا به پیشرفت هرچه بیشتر دیدخوانی هنرجو کمک کند. در کتاب دوم، در غالب قطعات سولو و دوئت‌های به دقت طبقه‌بندی شده، ریتم‌های پیچیده‌تری مورد بررسی قرار گرفته‌اند. دروس تئوری در حدی ارائه شده‌اند که برای نواختن قطعات، مورد نیاز هنرجوست. کتاب با مرور تنالیتۀ دو ماژور آغاز می‌شود اما به سرعت به فا ماژور / ر مینور و سپس به رماژور/ سی مینور می‌رسد.
57615,این کتاب به بررسی تاثیرات و جایگاه نظام حقوقی، عوامل قانونی و اهمیت آن ها بر کنترل و تغییر مسائل اجتماعی و سیاسی در زوایا و ابعاد گوناگون پرداخته و بسیج حقوقی را به عنوان ابزاری اعتراضی که افراد را از انفعال و بی تفاوتی خارج می کند مورد مطالعه قرار داده است. نویسنده با ارزیابی ظرفیت های نظام جهموری اسلامی ایران با توجه به ساختارهای قانونی، سیاسی و امکانات موجود، ابعاد پژوهش خود را گسترش داده و کاربردی کرده است. او با ترسیم مسیری نو راه را برای افزایش مشارکت مردم در عموم امور و مسائل حقوقی خود نمایان کرده است.
17938,پارتیزان به صورت نامنظم می جنگد، نماینده هیچ دولت حامل حق جنگی نیست ویونیفورمش بر هیچ هویت قانونی مشخصی دلالت نمی کند. تخطی آگاهانه پارتیزان از قواعد جنگ منظم به منزله خلق بعد فضای جدیدی است که مشخصه آن عمیق و تاریکی است، پارتیزان جنگ را به این فضای عمیق و تاریک می کشاند، گو آنکه او مرده ای است که به جهان زندگان حمله ور شده است. در ذهنیت اروپایی، چنانکه اشمیت نیز اشاره می کند، مفهوم پارتیزان گهگاهی تداعی گر اسطوره ها و داستان هایی است که در آن ها مردگان فضایی تاریک و ناشناخته بر روی زندگان می گشایند و پیکاری هراس انگیز برپا می کنند. نزد اشمیت، گشودن فضای تاریک و حرکت از سطح به عمق دلالتی جز نادیده گرفتن حوزه مصلحت عمومی قانون مندی و الزامات آن ندارد.
112404,
62913,این اثر، از سری کتاب های علمی کودکان و نوجوانان، نوشته (نیکولاس هریس) و ترجمه شده به قلم شیوای (مهدی شاه خلیلی) بوده که توسط انتشارات علمی‌وفرهنگی‌ تهیه و روانه بازار شده است.
5184,« خپل السلطنه ها و لندوک الدوله ها » داستانی فانتزی است که به اختلافات بی ارزش بین ملت ها اشاره می کند و دلیل بسیاری از جنگ های بزرگ را اختلافات کوچک می داند. مخالفت با نژادپرستی نیز از موضوعات مطرح شده در این کتاب است. داستان کتاب « خپل السلطنه ها و لندوک الدوله ها » انسان ها را به هم زیستی مسالمت آمیز و پذیرفتن باورها و فرهنگ های دیگر، تشویق می کند.آندره موروا با ایجاد تضادی اغراق آمیز بین خپل السلطنه ها و لندوک الدوله ها داستانی دلنشین خلق کرده است. این اغراق موجود در متن، نه تنها برای خواننده جذاب است، بلکه بر تاثیرگذاری بیشتر متن نیز کمک می کند.
81781,دومین مجموعه‌ی محمدحسن ایوبی با عنوان « فصل صفر زیستن» باز هم شامل اشعاری سپید از اوست. شاعر کتاب تازه‌ی خود را به دو دفتر «خلأ» و «جریان» تقسیم کرده و دو جهان‌بینی متفاوت را در اشعارش به نمایش گذاشته است. در بخش اول انسان تنها در مواجهه به یک زندگی پر از تعلیق و ابهام را می‌بینیم و در بخش دوم، انسان تحرک پیدا کرده‌ای را می‌بینیم که وارد جریان خوب و بد زندگی شده است. زبان و فضای اشعار این کتاب به روزتر و فنی‌تر از کتاب قبلی اوست و تلاش شاعر برای ارائه‌ی اشعار قوی‌تر مشهود است. این کتاب شامل 47 شعر سپید است که در 160 صفحه توسط نشر ایهام به چاپ رسیده است.
